psiR psiI
0.03124999999999991 -4.423544863740858e-17
0.03124999999999927 6.765421556309548e-16
0.03124999999999975 -6.418476861114186e-16
0.031249999999999632 9.896597430447684e-16
0.031249999999999726 3.2873009869760494e-16
0.031249999999999986 -9.88030263412488e-16
0.031249999999999598 -4.3021142204224816e-16
0.031249999999999164 1.205632815803881e-16
0.031249999999999743 2.3418766925686896e-17
0.031249999999999493 -2.246466901389965e-16
0.03125000000000008 3.469446951953614e-17
0.0312500000000001 -2.2551405187698492e-17
0.03125000000000007 -1.6566609195578508e-16
0.031249999999999178 4.835541203495814e-17
0.03125000000000194 7.589415207398531e-16
0.031249999999999833 -4.562322741819003e-16
0.031250000000000035 -9.514958265732787e-16
0.031249999999999646 4.280565702244332e-16
0.03125000000000011 -1.0087417012805133e-15
0.031249999999999924 2.1282888645890452e-16
0.03125000000000078 2.2964079639600787e-16
0.03124999999999945 -3.0444397003392965e-16
0.03124999999999964 4.3368086899420177e-16
0.03125000000000082 -2.393918396847994e-16
0.031249999999999632 -1.951563910473908e-16
0.03125000000000016 -2.445960101127298e-16
0.0312500000000002 -2.0296264668928643e-16
0.03125000000000039 -4.440892098500626e-16
0.03125000000000036 -9.8879238130678e-17
0.031249999999998234 1.1314251151762946e-16
0.031250000000001964 7.684824998577255e-16
0.031249999999999837 -2.0469737016526324e-16
0.03125000000000009 -4.640385298237959e-16
0.031250000000000465 4.174923753062776e-16
0.031249999999999598 -6.192962809237201e-16
0.03125000000000018 -1.9548842796271448e-16
0.03125000000000129 6.665132855354639e-17
0.031249999999999466 5.030698080332741e-16
0.03125000000000002 6.852157730108388e-17
0.0312499999999999 3.8163916471489756e-16
0.031249999999999924 8.847089727481716e-17
0.031249999999999886 -6.834607207441279e-16
0.03125000000000008 4.657732532997727e-16
0.031250000000000194 -3.0133027691982284e-16
0.031249999999999903 -2.0304142075338108e-16
0.031249999999999983 9.549652735252323e-16
0.031249999999999698 1.0226194890883278e-15
0.031249999999998276 -8.692794205809873e-16
0.031249999999999216 -6.125877799814661e-16
0.03124999999999915 1.6245685352522798e-15
0.03124999999999932 -1.3173606967114594e-15
0.031249999999999466 1.2984405217686401e-15
0.03125000000000024 1.2290515827295678e-15
0.031249999999997367 -2.3271315430228867e-15
0.031249999999998977 -1.8041124150158794e-16
0.03125000000000028 -8.673617379884035e-16
0.03125000000000067 -8.673617379884035e-18
0.03125000000000009 -6.357761539454998e-16
0.031249999999999178 -1.0651202142497596e-15
0.03125000000000065 2.3678975447083417e-16
0.031250000000000305 5.299580219109146e-16
0.031249999999999008 -1.7321213907628419e-15
0.03125000000000008 -3.0878077872387166e-16
0.031250000000000555 2.255140518769849e-16
0.031250000000000396 1.3617579286417936e-16
0.031249999999999754 -9.454242944073599e-17
0.031249999999999986 -2.419939248987646e-16
0.031249999999999938 6.288372600415926e-16
0.03124999999999974 -3.2959746043559335e-17
0.031250000000001 -4.2487511447454607e-16
0.03125000000000021 -5.186823193170653e-16
0.03125000000000043 2.8102520310824275e-16
0.031249999999999757 2.1337098754514727e-16
0.031250000000000076 -4.0766001685454967e-16
0.031250000000000125 -2.680147770384167e-16
0.031250000000000194 -1.48318857196017e-16
0.031249999999999816 4.0419056990259605e-16
0.03124999999999965 -3.2014796087602437e-16
0.031250000000000173 -2.1076890233118206e-16
0.03125000000000042 -1.2472661792273243e-15
0.031250000000000465 -2.896988204881268e-16
0.031249999999999143 1.052063046546711e-16
0.03125000000000014 -6.539907504432563e-16
0.03125000000000041 1.6367387046384296e-16
0.03125000000000022 5.234257038216894e-16
0.031250000000000104 -1.1145598333150986e-15
